"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1902604819753304087","Thu Mar 20 06:15:12 +0000 2025","4637","gais ini carcepnya gimana tolong.... [snbt] https://t.co/MMvNMKRVpv","1902604819753304087","https://pbs.twimg.com/media/GmdpADXWYAAiB8J.jpg","","in","kirim menfess 👉","28","46","357","https://x.com/snbtfess/status/1902604819753304087","1515005472146812932","snbtfess"
"1902095467594584370","Tue Mar 18 20:31:13 +0000 2025","7273","teruntuk adik-adik yang harus berjuang lagi di snbt tetap semangat dan ingat kata wisnu temen les: https://t.co/Xuni5SSJsy","1902095467594584370","https://pbs.twimg.com/media/GmWZvsQasAAkkJx.jpg","","in","IG: SAKURAJIMARAI","87","18","1394","https://x.com/sukkiech/status/1902095467594584370","1360471113877180416","sukkiech"
"1901771555497283622","Mon Mar 17 23:04:06 +0000 2025","26916","Kalau kamu ga lulus SNBP jangan sedih. Sama aku dulu juga gitu ini dia TIPS dari aku untuk kebut SNBT dalam 1 Bulan. Bismillah Tolong berbagi dgn RT yaaaa https://t.co/AhQK4iEy2R","1901771555497283622","https://pbs.twimg.com/media/GmRvy9QakAAl8R_.jpg","","in","","113","35","5506","https://x.com/enamolr/status/1901771555497283622","2508347022","enamolr"
"1901755342834553166","Mon Mar 17 21:59:41 +0000 2025","1580","plot twist hari ini udah siap diblacklist SNPMB dari SNBT 3 tahun kedepan? https://t.co/TZrNyoiHLF","1901755342834553166","https://pbs.twimg.com/media/GmRkZ-uaYAEeqYy.jpg","","in","Indonesia","24","41","268","https://x.com/bahassoalfess/status/1901755342834553166","1145123964940718080","bahassoalfess"
"1901920875940921752","Tue Mar 18 08:57:31 +0000 2025","2559","1. SNBT itu gampang. Yes gampang tapi banyak orang salah fokus. Kebanyakan fokus buat menguasai materi padahal SNBT bukan ttg itu. SNBT itu tentang: Kecepatan: Kamu hrs bisa mengerjakan rata2 1 soal per menit Durability: Kamu hrs bisa fokus selama 3 jam non-stop https://t.co/Qv4YRtk44l","1901920891313049832","https://pbs.twimg.com/media/GmT4CvmbUAAd_pT.jpg","ahnafau","in","Bandung-Jakarta","3","4","342","https://x.com/ahnafau/status/1901920891313049832","1250114172345405441","ahnafau"
"1903030500035576248","Fri Mar 21 10:26:42 +0000 2025","4","EH sumpah aku baru tau apk analitica dari x kemarin lewat trs akhirnya aku download ternyata BAGUS JIR #rispek ada pembahasan soal try outnya juga udh banyak ada fitur circle kek buat nge tweet AND ada pilihan snbt kedinasan trs buat masuk ptn mandiri https://t.co/uCfPz4gnFU","1903030500035576248","https://pbs.twimg.com/media/GmjsJjkaEAAaUhi.jpg","","in","🍀🍀big win🍀🍀","0","0","1","https://x.com/koowinous/status/1903030500035576248","1280073287075168256","koowinous"
"1901920875940921752","Tue Mar 18 08:57:27 +0000 2025","19423","Dulu aku gagal di SNBP tapi setelah itu aku bisa jadi top rank nasional TO &amp; sukses di SNBT. Kuncinya: Manfaatin tips efektif belajar SNBT meski hanya dlm 1 bulan. Gimana caraku bangkit dari kegagalan SNBP &amp; sukses di SNBT? Ini thread untukmu. https://t.co/Hiydi3YQuD","1901920875940921752","https://pbs.twimg.com/media/GmT2382bwAAxnFY.jpg","","in","Bandung-Jakarta","151","43","2882","https://x.com/ahnafau/status/1901920875940921752","1250114172345405441","ahnafau"
"1901819024331477013","Tue Mar 18 02:12:44 +0000 2025","35345","coyyy w kira ini materi snbt yg untuk soal diskon² eh tp boleh ga sihh pake cara ini? https://t.co/Sy2LPWtDqW","1901819024331477013","https://pbs.twimg.com/media/GmSeUkfb0AAjEkw.jpg","","in","'62","150","114","1551","https://x.com/yeriprettiero/status/1901819024331477013","1434829803060817925","yeriprettiero"
"1902280549349081107","Wed Mar 19 08:46:40 +0000 2025","3869","praying circle : ️ ️ ️ ️ PASTI ️ ️ LOLOS SNBT ️ ️ 2025 ️ ️ ️ ️","1902280549349081107","","","en","Jakarta","32","15","2139","https://x.com/utbkcak/status/1902280549349081107","1304292109470498816","utbkcak"
"1900460764789686678","Fri Mar 14 08:15:29 +0000 2025","2276","PK Q9 #utbk #snbt https://t.co/ZyVabO2vYU","1900460764789686678","https://pbs.twimg.com/media/Gl_K_ADW4AAbqoC.jpg","","und","Bali, Indonesia","26","36","207","https://x.com/areaeksak/status/1900460764789686678","1655881887599165442","areaeksak"
"1900561036060880935","Fri Mar 14 14:53:56 +0000 2025","2868","H-40 UTBK SNBT 2025? selain memperkuat usaha mari memperkuat ibadah dan doa kita daks semoga bermafaat. https://t.co/aFWKNacffG","1900561036060880935","https://pbs.twimg.com/media/GmAmLpiXgAEnjcG.jpg","","in","unknown","8","1","485","https://x.com/tfalgarwaterlaw/status/1900561036060880935","1532974128797741056","tfalgarwaterlaw"
"1900200120375009334","Thu Mar 13 14:59:47 +0000 2025","89","Menuju H-8 bulan TKA guys! Fokusin SNBT atau TKA guis https://t.co/NwezOricRU","1900200120375009334","https://pbs.twimg.com/media/Gl7d74xb0AAAnvR.jpg","","in","","2","2","17","https://x.com/achearest/status/1900200120375009334","1445659354712006662","achearest"
"1902233132226801917","Wed Mar 19 05:38:15 +0000 2025","4643","Berikut link bank soal utk SNBT dr grup belajar ITB 1. LATSOL UTBK (1) https://t.co/Q5R7LfwW5D 2. LATSOL TPS https://t.co/0yQQOPVWra 3. CATATAN TPS https://t.co/WFfrUgoweh 4. PK &amp; PM https://t.co/KsBnlhnKkr 5. PENALARAN INDUKTIF DEDUKTIF https://t.co/wjXoTtO4SU","1902233132226801917","","","in","","9","11","1399","https://x.com/quimicaorgarsi/status/1902233132226801917","1274566360643731456","quimicaorgarsi"
"1901977098904076521","Tue Mar 18 12:40:52 +0000 2025","5437","feelingku kuat lulus pil 1 snbt tahun ini","1901977098904076521","","","in","","124","66","2101","https://x.com/thisbioaddict/status/1901977098904076521","1766744035660824577","thisbioaddict"
"1901771555497283622","Mon Mar 17 23:04:10 +0000 2025","2285","Ketiga : Kamu bisa banget untuk ngebikin jadwal belajar H-30 SNBT. Tahun lalu aku berhasil ngikutin caranya kak @chelcheashakira di twitter dan ini beneran ngebantu banget. Kita usahakan belajar shalilul lail dari jam 3 shubuh yaa. Berikut ini aku lampirkan. https://t.co/DuEywz8fQd","1901771569661419915","https://pbs.twimg.com/media/GmRwhxaaoAAWvOV.jpg","enamolr","in","","15","3","282","https://x.com/enamolr/status/1901771569661419915","2508347022","enamolr"
"1900460508488360066","Fri Mar 14 08:14:28 +0000 2025","768","PM Q6 Q7 #utbk #snbt https://t.co/rg5jaZaUgv","1900460508488360066","https://pbs.twimg.com/media/Gl_KwswbYAAIRUW.jpg","","es","Bali, Indonesia","9","5","82","https://x.com/areaeksak/status/1900460508488360066","1655881887599165442","areaeksak"
"1900548479677771872","Fri Mar 14 14:04:02 +0000 2025","61","Aku baru nyoba buat TO (sebelumnya fokus materi) Ini baru ketiga kalinya ngerjain TO sainsin bedanya TO UTBK SNBT 3 sama TO UTBK SNBT 3 2025 apa yaa gais??? (selain beda soal) https://t.co/Ejttpm9sUn","1900548479677771872","https://pbs.twimg.com/media/GmAaxQJaUAAcCW_.jpg","","in","Kepanjen, Indonesia","0","5","3","https://x.com/enndddie/status/1900548479677771872","1490663105184952324","enndddie"
"1902333541830291518","Wed Mar 19 12:17:14 +0000 2025","10801","gw mau reveal porto snbt 2024 gw yg karbebnya ga senonoh itu tapi yaudah somehow gw tetep masuk https://t.co/X1KHMChavI","1902333541830291518","https://pbs.twimg.com/media/GmZyRVVaEAASIgO.jpg","","in","🍎172","1116","319","803","https://x.com/schorchedlace/status/1902333541830291518","1338795018086072320","schorchedlace"
"1902518067374207082","Thu Mar 20 00:30:28 +0000 2025","5855","PK SNBT ! Close book n paper... https://t.co/ZrjRw5iuBb","1902518067374207082","https://pbs.twimg.com/media/GmcaGWBa8AI1Rmz.jpg","","de","","63","85","409","https://x.com/kueentut/status/1902518067374207082","1545517997485588480","kueentut"
"1903033874000539704","Fri Mar 21 10:40:06 +0000 2025","55","Soal PM UTBK 2024 yg banyak bikin peserta ujian panik Siapa yg bisa? ‍️ https://t.co/JnyDn2fst5","1903033874000539704","https://pbs.twimg.com/media/GmjvN0HaEAIebPs.jpg","","in","Rumah","0","0","8","https://x.com/idschool_net/status/1903033874000539704","882450705985839104","idschool_net"
"1902914233714741325","Fri Mar 21 02:44:42 +0000 2025","3","Untuk kaka2 seni dan temen2 desain ada yg bisa bantu kasih kritik dan saran koreksian buat portofolio ini? Terima kasih sebelumnya #portofoliosnbp2025 #snbt https://t.co/dICzieGlHT","1902914233714741325","https://pbs.twimg.com/media/GmiCaDpaEAAlO1x.jpg","","in","","0","0","1","https://x.com/saheepul_/status/1902914233714741325","1795069394722476032","saheepul_"
"1902729396773163276","Thu Mar 20 14:30:13 +0000 2025","1470","sch! LAPAK SKOR UTBK SNBT UGM Spill skormu dong gamada'24 https://t.co/tiUIiwkZKy","1902729396773163276","https://pbs.twimg.com/media/GmfaTZCWQAAqwtV.jpg","","in","Kirim Menfess 👇🏻","7","270","150","https://x.com/schfess/status/1902729396773163276","1201673806156161025","schfess"
"1902495593794302210","Wed Mar 19 23:01:16 +0000 2025","948","2. Sumber Belajar Nah bagi kamu yang masih bingung mau cari sumbel belajar dimana? Kamu bisa banget kunjungi channel youtube ini buat belajar mandiri kamu . Ini real beneran worth it banget untuk ditonton. 1. Private Alfaiz 2. edcent 3. gep media 4. retta pramesti https://t.co/Chb6XNTmgo","1902495617655697766","https://pbs.twimg.com/media/GmcFrYQasAApl9a.jpg","studytipsntrik","in","DKI Jakarta, Indonesia","1","1","131","https://x.com/studytipsntrik/status/1902495617655697766","1431851630652125190","studytipsntrik"
"1903031387973726510","Fri Mar 21 10:30:14 +0000 2025","467","[snbt] haloo dengan sender yang samaa. kalau aku bikin thread pada mau gaa? Sekedar tips aku setiap ngejain LBE ajaa kalo maw nanti aku bikin + tag yaa https://t.co/7Sgd3YADpo","1903031387973726510","https://pbs.twimg.com/media/Gmjs9kgXEAA_hZf.jpg","","in","kirim menfess 👉","4","477","25","https://x.com/snbtfess/status/1903031387973726510","1515005472146812932","snbtfess"
"1902212736651816967","Wed Mar 19 04:17:12 +0000 2025","9326","PK SNBT 10 detik gapake kertas coba... https://t.co/pLdF71aMoa","1902212736651816967","https://pbs.twimg.com/media/GmYEZ08a8AEPYoB.jpg","","in","","146","210","558","https://x.com/kueentut/status/1902212736651816967","1545517997485588480","kueentut"
"1901344733907333172","Sun Mar 16 18:48:04 +0000 2025","969","Sahuuurrrr PU Q5 #utbk #snbt https://t.co/EESpJMCTCr","1901344733907333172","https://pbs.twimg.com/media/GmLupXuaQAADwh8.png","","in","Bali, Indonesia","5","8","98","https://x.com/areaeksak/status/1901344733907333172","1655881887599165442","areaeksak"
"1901951202104926440","Tue Mar 18 10:57:57 +0000 2025","4383","buat yang ga dapet SNBP jangan sedih ya bantai di SNBT nanti https://t.co/CvKCiUKEUo","1901951202104926440","https://pbs.twimg.com/media/GmUWiB8aYAAkAd1.jpg","","in","","78","91","268","https://x.com/sapikeii/status/1901951202104926440","1807840996673441794","sapikeii"
"1901046855599042620","Sat Mar 15 23:04:24 +0000 2025","650","Petunjuk dan tata tertib UTBK-SNBT @snpmb_id Pelajari dan pahami tata tertib jangan sampai kalian dicurigai berbuat curang yang dapat berpotensi skor utbk kalian tidak keluar https://t.co/XwjMDk4f4R","1901046855599042620","https://pbs.twimg.com/media/GmHgClibcAQbT3y.jpg","","in","Jakarta","3","5","63","https://x.com/KevinS_u/status/1901046855599042620","1480329996476420098","KevinS_u"
"1902223684041110013","Wed Mar 19 05:00:42 +0000 2025","454","[GIVEAWAY BAYAR UTBK] hiii all &lt;3 kemaren aku bernazar kalo diterima sesuatu bakal bantuin 1 orang untuk fully bayar snbt/utbk gratis kepada org yang membutuhkan. syaratnya: rt &amp; like tweet ini rep alasan knp kamu butuh ini krn aku liat dari sini + univ impiah kamu (+)","1902223684041110013","","","in","","2","183","208","https://x.com/blosssomings/status/1902223684041110013","540007566","blosssomings"
"1902537841047130575","Thu Mar 20 01:49:03 +0000 2025","46","skor utbk 850+++ itu berawal dr ga lolos snbp gas lah kita hajar jor an di utbk biar one take langsung lolos snbt 2025 pil.1 gue kejar tekdus ampe mampus https://t.co/2wu6SblfMK","1902537841047130575","https://pbs.twimg.com/media/Gmb1UKjakAA29mI.jpg","","in","istp - t ","0","5","1","https://x.com/gyutweetz/status/1902537841047130575","1739666049266810880","gyutweetz"
"1901987974142689431","Tue Mar 18 13:24:04 +0000 2025","2645","⁉️Belajar PK Mulai dari Mana? (H-1 Bulan UTBK) Gagal SNBP emang nyesek banget apalagi kalau lihat orang tua sedih. Tapi yg paling penting sekarang adalah: Bangkit &amp; Fokus ke UTBK SNBT! A Thread https://t.co/mNdduyRkbr","1901987974142689431","https://pbs.twimg.com/media/GmU0bi1bQAAMmAE.jpg","","in","Surabaya","1","3","544","https://x.com/semapoid/status/1901987974142689431","1751977978547032064","semapoid"
"1902547699733610804","Thu Mar 20 02:28:13 +0000 2025","16","Rangkuman SNBT - Materi UTBK Bahasa Panda https://t.co/o6WKHFlHuj","1902547699733610804","https://pbs.twimg.com/media/Gmc1DIobQAAVn7S.jpg","","in","","0","0","3","https://x.com/quimicaorgarsi/status/1902547699733610804","1274566360643731456","quimicaorgarsi"
"1902162503150542937","Wed Mar 19 00:57:35 +0000 2025","6","hehehe ketolak DKV UPI boleh minta kritik dan saran? biar bisa improve untuk snbt #portofoliosnbp2025 https://t.co/WQ88MoW62j","1902162503150542937","https://pbs.twimg.com/media/GmXWtbOa8AMgsEO.jpg","","in","","0","4","2","https://x.com/itzylouv/status/1902162503150542937","1401216592034222080","itzylouv"
"1900366274183782840","Fri Mar 14 02:00:01 +0000 2025","22","kejang ga tuh kalian iup fkg ugm resmi open taun ini di intake 2 https://t.co/k9NenQprIv","1900366274183782840","https://pbs.twimg.com/media/Gl71jRAasAA2SHX.jpg","","in","","2","1","1","https://x.com/kcgpenyelamat/status/1900366274183782840","1666658761996660736","kcgpenyelamat"
"1902365337884225721","Wed Mar 19 14:23:35 +0000 2025","2742","GW YAKIN UTBK SNBT 800+ GW YAKIN UTBK SNBT 800+ GW YAKIN UTBK SNBT 800+ GW YAKIN UTBK SNBT 800+ GW YAKIN UTBK SNBT 800+ OTW LOLOS SNBT 2025","1902365337884225721","","","in","kirim menfess 👉","11","0","895","https://x.com/academiafess/status/1902365337884225721","1515202119548121090","academiafess"
"1901990625211494437","Tue Mar 18 13:34:51 +0000 2025","506","(+) Cek soal tahun sebelumnya buat latihan soal pola snbt‼️ https://t.co/Y1xpXQ8TDT","1901990688058953749","https://pbs.twimg.com/media/GmU6cUka0AAp9_z.jpg","meltodicc","in","surviving at medstud🩺","0","2","84","https://x.com/meltodicc/status/1901990688058953749","1804399839821860864","meltodicc"
"1903038937112948933","Fri Mar 21 11:00:14 +0000 2025","46","[snbt] cara dapet tepung 60 gula 30 dari mana yah? https://t.co/Fkl2iImsc4","1903038937112948933","https://pbs.twimg.com/media/Gmjz0_RXgAIAxZ-.jpg","","in","kirim menfess 👉","1","7","3","https://x.com/snbtfess/status/1903038937112948933","1515005472146812932","snbtfess"
"1902020070534226099","Tue Mar 18 15:31:37 +0000 2025","1243","Pembahasan PK-12 Mipy semoga bermanfaat dan mohon koreksinya yaa kalo ada yg salah. ayoo semangat eval yaa guys jgn sedih2 lagii. kita gas di SNBT insyaallah https://t.co/AAFQ3LKwRo","1902020070534226099","https://pbs.twimg.com/media/GmVVLGubwAARkNd.jpg","","in","ugm","1","10","236","https://x.com/alyarmdhannii/status/1902020070534226099","1429806512449327110","alyarmdhannii"
"1901592681182384546","Mon Mar 17 11:13:19 +0000 2025","6640","HOW TO GET SCORE 750 SUBTES PPU &amp; PBM fyi : ini skor aku tahun 2024 Semoga bermanfaat dan follow untuk tips-tips selanjutnya #ppu #pbm #snbt #snbt2025 #studytwt #studytweet https://t.co/WP53NgDD11","1901592681182384546","https://pbs.twimg.com/media/GmPQd17aMAA3DHG.jpg","","in","","13","12","1143","https://x.com/moccaambis/status/1901592681182384546","1883029688584675328","moccaambis"
"1902255452798525671","Wed Mar 19 07:06:56 +0000 2025","489","Pembahasan soal pk to 11 mipy. Pdf nya disini ya https://t.co/yh07CZ1nXE tag. snbt utbk 2024 pk pm to 11 mipy","1902255452798525671","","","in","Indonesia","0","5","141","https://x.com/inayrusatig/status/1902255452798525671","65264129","inayrusatig"
"1903023463356592513","Fri Mar 21 09:58:44 +0000 2025","0","‼️3 HARI LAGI DITUTUP‼️ Glads 3 hari lagi kesempatan kamu untuk daftar BEASISWA TEL U PURWOKERTO X UTBKPLUS 2025 ini! Daftar sekarang di https://t.co/gbqjD2kj10 #beasiswa #beasiswaS1 #beasiswakuliah #masukkampus #beasiswaindonesia #ptn #snbt #utbk #snbp https://t.co/TJn87WGxH2","1903023463356592513","https://pbs.twimg.com/media/GmjlwHSaEAUE3gs.jpg","","in","Jakarta Capital Region","0","0","0","https://x.com/masukkampus/status/1903023463356592513","1261592242499645441","masukkampus"
"1901902293211181441","Tue Mar 18 07:43:36 +0000 2025","2877","ᗪOᗰ ᒍᗩTIᗰ ᑎIᕼ ᗷOՏՏ ᑭᗩᒪIᑎG ᗷᗩᑎYᗩΚ ᗪITEᖇIᗰᗩ Տᑎᗷᑭ https://t.co/e5lmkxVlHx","1901902293211181441","https://pbs.twimg.com/media/GmTqCm5akAA-aIA.jpg","","und","","133","76","118","https://x.com/infotembusptn/status/1901902293211181441","883498040","infotembusptn"
"1902698086054694991","Thu Mar 20 12:25:48 +0000 2025","10","TO RG #06 Asalamualaikum FEB Unair. Nggak pernah sekecewa ini dikhianati PBM. Buat PK PM ada peningkatan meskipun salah di soal yang aku yakin bener. PU EMANG SAHABATKU. Subtest lain harus ditingkatkan sampe SNBT yaaa! Rest well gusy. https://t.co/iR0Hj7ORIb","1902698086054694991","https://pbs.twimg.com/media/Gme90gWbwAAt9N-.jpg","","in","","1","5","0","https://x.com/conxenoencee/status/1902698086054694991","1441182795737419781","conxenoencee"
"1902377716349071818","Wed Mar 19 15:12:46 +0000 2025","172","ALHAMDULILLAH KETERIMA SNBT FSRD PAKE FORTO INI egrangnya di mana kak? di dalam hati kita semua https://t.co/sjiwtEgJao","1902377716349071818","https://pbs.twimg.com/media/GmaacLma8AAI8CM.jpg","","in","","0","9","4","https://x.com/spctrae/status/1902377716349071818","1698762883","spctrae"
"1901979523715141828","Tue Mar 18 12:50:30 +0000 2025","8","#portofoliosnbp2025 aku yang ketolak di isiyk boleh dong kasih saran dan masukannya supaya aku bisa memperbaiki karya aku di snbt nanti https://t.co/vCs7zgQFEp","1901979523715141828","https://pbs.twimg.com/media/GmUwR_5bcAAgkGy.jpg","","in","나는 그냥 엔진이에요🐈","0","1","2","https://x.com/ruZzlyiaa/status/1901979523715141828","1826155947041107970","ruZzlyiaa"
"1901919247531397601","Tue Mar 18 08:50:59 +0000 2025","253","merah merah cinta ditolak itb️ please bantu drop critiques dan yg pejuang snbt tolong drop tips gmn balance waktu utk portfolio dan belajar... #portofoliosnbp2025 https://t.co/7ZVDGq73jL","1901919247531397601","https://pbs.twimg.com/media/GmT0y1sacAAZQ1g.jpg","","in","ur walls","7","10","14","https://x.com/arteazia/status/1901919247531397601","1225055677472591873","arteazia"
"1903019894398136572","Fri Mar 21 09:44:33 +0000 2025","12","saldo dana 10k rt &amp; like sama kalo tidak keberatan doain aku lolos snbt tahun ini ya end secepatnya tysm!! ulang tadi ga masuk ht #zonauang️","1903019894398136572","","","in","","0","7","12","https://x.com/xjustjimin/status/1903019894398136572","906450645921652738","xjustjimin"
"1902397498796470462","Wed Mar 19 16:31:23 +0000 2025","7","kudu punya backingan doa utk snbt https://t.co/Ir5DKEJccj","1902397498796470462","https://pbs.twimg.com/media/GmascFuaYAAuKfM.jpg","","in","12th grade 📖 science ll","0","1","1","https://x.com/ynvrmindless/status/1902397498796470462","1775644983649071104","ynvrmindless"
"1902387423461699899","Wed Mar 19 15:51:21 +0000 2025","2319","Semoga capeknya belajar di ganti dengan lolos di snbt 2025 ","1902387423461699899","","","in","","15","42","745","https://x.com/loafshxuxi/status/1902387423461699899","1412610006852063234","loafshxuxi"
"1902777382878187778","Thu Mar 20 17:40:54 +0000 2025","2051","BISMILLAH KITA LOLOS SNBT PIL.1","1902777382878187778","","","in","","21","54","736","https://x.com/loafshxuxi/status/1902777382878187778","1412610006852063234","loafshxuxi"
"1901294925729178011","Sun Mar 16 15:30:09 +0000 2025","30","⟡ ⊹ ׅ ࣪ 𝅄 H-38 SNBT skor 600+ pertama kali digendong PU sih to kali ini https://t.co/P3bisGc4Qg","1901294925729178011","https://pbs.twimg.com/media/GmLBpjYbEAAg3OY.jpg","","in","moon ☾ ","1","1","1","https://x.com/ur_jjhn/status/1901294925729178011","1315295212017643522","ur_jjhn"
"1902403842786082852","Wed Mar 19 16:56:35 +0000 2025","405","Latihan Soal UTBK-SNBT 2025 Literasi Bahasa Inggris https://t.co/J0q4OGJ3xu https://t.co/VG16WITvHe https://t.co/nzQ8WJ7Nrz https://t.co/q2kBpTzdoV Pembahasan https://t.co/uK2ghXw4LN https://t.co/5p9jsttNvZ https://t.co/Ns4rbCsU2w https://t.co/rxecsWZsaU","1902403842786082852","","","in","","0","1","189","https://x.com/ruangbelajarara/status/1902403842786082852","1830025618635046915","ruangbelajarara"
"1903011164466057737","Fri Mar 21 09:09:52 +0000 2025","385","halo calon lulus snbt dan sukses di masa depan ketik 1 kita moots","1903011164466057737","","","in","","1","260","19","https://x.com/jenaimfh/status/1903011164466057737","1534338161748299777","jenaimfh"
"1902236750040461805","Wed Mar 19 05:52:37 +0000 2025","215","Yang bilang pemerintah baik² saja dan sedang bekerja punya pikiran gak sih??Beri satu alasan baik² sajanya dimana?!? --- Lamongan Innalillahi Sri Mulyani Minta Polri TimnasDay Anies SNBT https://t.co/D9FFuXBMGR","1902236750040461805","https://pbs.twimg.com/ext_tw_video_thumb/1902236663423934465/pu/img/EqRr9AnKn1ou5a9Y.jpg","","in","","2","6","69","https://x.com/_riverheaven/status/1902236750040461805","975389335775199232","_riverheaven"
